Gebetan gue badannya bau pewangi baju masa enak bgt,joy class,3
"""Apa yg membuat kalian bisa naro perasaan ke anon yang kalian temuin disini, boleh ceritain ga? """,netral,
ak suka keributan. jd maap y kl post post lo pada diributin wkakakak,joy class,3
Chat yuuu pengen dehhh M,joy class,3
https://www.instagram.com/p/BxpuFMtAVSY/?igshid=1m7fjcxu1fsl0 like jika kalian suka. Makasih,joy class,3
"""ngakunya si f, pas move wa fp nya om2 brewokan anyenggg, udh yg ke 32 gw ketipu vangkeeeeee""",anger,1
Pen makan yg ada keju kejunya tp bayarnya pake paylater,joy class,3
Gebetan gue masa wanginya kek bau kabel kebakar.,sad,5
I sometimes make sexual innuendo post. Just for the sake of getting attention,joy class,3
2020 for Westworld. YUHU!,joy class,3
Suka bgt sm lagu barunya halsey yg nightmare ??,joy class,3
Kamu terlalu jahat perlakukan diriku sekejam ini. Lebih baik ku sendiri.,anger,1
"""jujur yak, jenuh banget gitu. gatau kenapa banget punya temen cowok yg bisa deket dan bisa jadi apa gitu. tp ngarep dah gue aja jele wkwk -f20""",sad,5
"""untung lg ga puasa, sumpah gw kzl bgt sama shbt2 gue-_- gila makin gengsi bgt skrg tanpa mikirin kondisi temennya yg lg susah... kalo gini trs, gw jd pgn cari sugar dedi """,anger,1
wt enakkk nehhhh......,joy class,3
Ga ada angin ga ada ujan semua temen chat cowo serempak bales chat tp ilangnya juga ga kalah kompak sih,sad,5
Skuuy chatlah f heree~~,joy class,3
pen chtn. tp males. gimana ya,sad,5
"""Kriteria pertama gue buat nyari cowo adalah harus pinter banget, kalo ga nanti ga nyambungan. """,joy class,3
Good Morning! God Bless,joy class,3
Emaaak... pengen punya pacar maak,sad,5
"""Gpp kamu jele, yg penting kamu cantik cantik dari hatimuuuu.. etapi ttp aja si jele. :))""",sad,5
fak lah gue mimpi gue sepedaan sampe singapore. hahahaha,joy class,3
fake relationship yuk m18,joy class,3
Fc di skype yok. F hehehehe,joy class,3
Kenapa ya temen sd gua pada sok asik,sad,5
"""Udah beres kerjaan, tinggal istirahat""",joy class,3
"""Temen gue cowo, anaknya sih g keliatan anak horang kaya. Rambut, pakaian urakan, bawa vespa butut ke kampus. Dari face juga ga sih, tapi lahirnya di NY, bapaknya dubes. """,joy class,3
oi ada yg les di edulab gaa?,netral,
How can someone who claimed to care about you so much can easily just ignore when you cry out for a simple companionship?,sad,5
"""pagi pagi udah ngangkat galon aja, strong woman akutuh wkwk""",joy class,3
HP IMPIAN? YA NOKIA N-GAGE LAAAH,joy class,3
Ayok fc. Clean aja gais -f,joy class,3
Chat yuk pengen deh cewe hijab gemesin gituu M...,joy class,3
Pusing adalah jam segini needy. Mana jam 9 kelas. Kesel gua.,anger,1
Udah dijahatin aja ngarep balikan. Cewe bodoh emang gua.,sad,5
"""Jng kan galon, harkat martabat keluarga juga bs diangkat. ????""",anger,1
Yatuhan pengen mabok ??????,sad,5
Etis ga sih menurut lo waktu temen lo nitip beliin minum ke elo yg lg puasa?,netral,
"""mau senyebelin apapun adek gua,gatau kenapa ya gua ttp sayang bgt sama adek gua, kalo ke mcd misalnya pasti gua inget adek gua, trs gua beliin, seneng aja liat dia seneng""",joy class,3
"""Kenapa Sheryl Sheinafia itu cakep amat ya, tipe gua banget, cuman gua zonk, tinggi amat yak tipe gua, awkakwkakw""",sad,5
"""Jadi gini godaan kalau punya ide cerita, pasti mandeg di character arc. Tolong dong, otak jangan berisik kalau eksekusi aja baru nol. ??""",sad,5
coba coba sini chatan. f,joy class,3
"""Lagunya olski kenapa enak"""" semua ya, heran""",joy class,3
mau dong disayang sayang,joy class,3
Mana yeuh awewe Sunda?? Urg ngawangkong yu. M33,netral,
"""Cabut ngantor, ada f yg mau nemenin? Jaksel atau depok""",netral,
"""Bahagia itu ketika bikin akun baru krn menu chat, roomchatnya kosong bersih. Ga kayak akun satunya yg roomchatnya banyak bgt sumpek dari taun kemare ga diapusin, mgr.""",anger,1
"""Girls are so cute. I'm not a lesbian, but seeing and interacting with them just makes me feel wholesome.""",joy class,3
gebetan gw malah baunya kek lampu petromak klo baru dinyalain,sad,5
"""Mau nanya, kalo reinstall app ini apakah chat chatnya akan menghilang?""",netral,
"""Sebab segala rasa yang kudapat dari putrimu, sudah terlanjur menjadi bagian penting dari hidupku. Dan aku tak mau menyia-nyiakan itu. """,joy class,3
Apakah tell bisa pake kuota chat?,netral,
F main pubg bareng yok? Sambil ngobrol. Drop ur id di private message,joy class,3
untung gebetan gue bau aspal,joy class,3
"""untung kemaren g jadi ketemu. udah mah pasti macet karna ada acara transtv, terus jg baru sadar batuk w lebay bgt. huf""",netral,
"""Bro, Lupada pake parfume/cologne apaan? Axe sekarang dipake jamet""",netral,
m 22 gabut. ada yang mau fc ? bisa diajak curhat curhatan juga.,netral,
Dimana ada jalan. Disitulah ada aspal,netral,
Cringe bgt tiap liat uname cempreng cadel di twater. Ralat deng. Isi tweetnya ga bagus. Baru ngeh wakakak,disgusted,
Girls kalo buat daily sneakers bagusnya putih/hitam?,netral,
Ada yg siap jihad 22 mei besok?,netral,
"""Dulu jaman SBY president dikata-katain, di demo segala macem ngga ditangkep, lah sekarang kok ditangkep ya ? President sekarang baperan ya ? Wkwk""",sad,5
Siapa disini yang miskin dan jelek? Tipe gua parah kalian.,joy class,3
Duit abis ini tiap hari bukber edan :(,sad,5
Hei cewe aku bisa loh angkat galon tanpa tumpah airnya sedikit pun,joy class,3
Maapin ya saya receh. Tiap komen ngakak mulu. Benar benar moodboster,joy class,3
Ada f Jabodetabek yg mau fr ?,netral,
Chat yuk.. tapi aku nggak asik :( -f,sad,5
"""eh kenapa ya kalo gue abis ngemut puttingg cewe gue, rasanya agak pait gitu. emang rasanya gitu yah?""",netral,
4hari aku ngga buka tell..rindu sangat.,sad,5
Sagapung ditipu kok marah marah sih? Bukannya mesti refleksi diri ya kalo tindakannya itu salah?,anger,1
Mau masak apa aja harus mikir dulu,confused,
"""aku lelah, aku kira butuh aqua, ternyata aku butuh pendamping haha""",sad,5
Gini dah kalo kaga bisa bangun topik obrolan.. sepi :(,sad,5
*** yukk astagfirullah kuy:v M17,joy class,3
Ngampus apa ga guys? Gua blm tdr samsek. Bsk ada 2 uts blm bljr jg. Mnding gausa masuk matkul hari ini bljr utk bsk atau masuk aja?,sad,5
kenapa sihh lagu e hol nyu wor tuh ena bget.. ga bosenin,joy class,3
dasar pipel flhawerrrr,anger,1
Yang jago bikin ketawa coba chat gua dong sedih bat pusing????,sad,5
"""Misi misi orang ganteng mau lewat, memperhatikan isi timeline yang ck ck. Lanjut kerja dah ah. Aku sayang kamu.""",joy class,3
Gaada yang ngechat gabut giliran banyak yang ngechat malah males balesin nya,sad,5
Ngampus apa ga guys? Gua blm tdr samsek. Bsk ada 2 uts blm bljr jg. Mnding gausa masuk matkul hari ini bljr utk bsk atau masuk aja?,sad,5
"""Bu banget gw anjirr, butuh kerjaan sarjana ekonomi hmm ?? """,anger,1
"""Gak masalah sih gua mau dibilang egois karena mentingin diri gua, siapa lagi kalau bukan diri gua yg mentingin gua? Kalian ada yg peduli? Kagak!""",anger,1
Anyone want to chat?? -f18,netral,
Kenapa yg islam gua liat meski bulan puasa jg masih tetep sangeean? Apa agamanya kurang atau gmna,anger,1
>>> any m chinese bdg? <<<,netral,
Masih belom bisa tidur -m,sad,5
Kuy chat.. drop your topic here,joy class,3
Bangun buru2 tak kirain ini hari kamis duhh parah sumpah,fear,2
"""Emaknya pemilih, tapi anaknya punya fetishh yang kocak jir, gimana emaknya mau terima ceweknya""",joy class,3
"""Tangerang, nobar Game of Thrones yuk di Pizza eBirra?""",joy class,3
Good morning for tellizen have a good day!- from me lonely man,joy class,3
Roleplayy anyonee? Kuykuykuy -m21,joy class,3
Ada f yg mau di nyanyiin? M21,joy class,3
Selamat hari kebangkitan nasional ??,joy class,3
ada fsma sukabumi ga? chat,netral,
"""mau nanya tp agak vulgar, gimana cara kalian ngerawat miss v yang bener? gw f ya""",netral,
Apa cuma gua yang mikir kalo lagu wik wik thailand itu enak didenger?,joy class,3
Uas sumpekkkkkkkkkkkm,anger,1
"""Kalo tmn2 gw cerita/ngasih tau sesuatu biasanya gw cuma jwb """"ooohh"""" doang dg muka datar, dan mereka malah sebel. Yakan gw cuma gatau mau bales omongan mereka gimana :(""",sad,5
Wtf. Pagi pagi bau *** ucing,anger,1
Di shopee gratis ongkir tapi tidk bisa digunakn metode pembayaran ini. Metode pembayaran apa yang bisa free ongkir yak?,netral,
"""F yang gabut kita fr yukkk, m20 nihh""",joy class,3
"""Abang : dek motornya mo dikeluarin kga? |Aku: hooh kluarin | abang : yaudah sno keluarin sendiri, gw udh tlat | aku: eh dasar kirain nawarin ngluarin motor ??""",sad,5
Beli makanan mahal2 berakhir jadi taí hadeh,sad,5
Apa cuma gw diumur segini ngarepin kerja kantoran tapi ga kesampean :(,sad,5
"""Videonya bagus sih, tapi kayanya definisi agnostiknya masih rada keliru nih ?? https://youtu.be/WcTk7GkYlLg""",sad,5
aduh panas banget mager berangkat kuliah??,anger,1
Ada yg mau gua call gak? -m21,netral,
"""Di apps anon tuh kan banyak yg suka nipu ovo ya, dan sebenernya mereka adalah para pekerja yang mencari uang transport dengan memanfaatkan kebodohan sagapung. Ironis""",sad,5
Kemarin udah cerita soal sahabat gue part 1 yang gue hampir pw in dia. sekarang gue mau cerita part 2. ada yang mau mendengarkan?,netral,
"""Mau punya suami, tapi masak belum becus. Dasar aku""",sad,5
"""Mulai memasuki usia teman-teman ada yang menikah. Ah, senang!""",joy class,3
"""Its funny kl liat anon nanya hal pribadi di tell instead of just googling it, padahal jawabannya lebih relevan google drpd dr anon gini. Tp ntar kl gue komen, di blg salty""",sad,5
Ngantuk bgt gilaaaa kuliah pagi????,sad,5
"""Chat yuk, disini aja tapi gamau move wkwk. F18""",joy class,3
Jadi tadi gw abis mabok nah abis itu langsung solat berjamaah di masjid,joy class,3
kebanyakan cowok kenapa gak suka pedes sih?,netral,
anybody can help me what is the definition of e-democracy?,netral,
Udah pengen mudik tapi apalah daya tangan tak sampe,sad,5
Ku gaboetzzz qaqaaaqaaa,sad,5
disini ada yang udah nikah? can i ask u something? aku f,netral,
Zigi zigi zaga zaga yoyo a team yooo...,joy class,3
"""Ngobrol di telpon., gw m""",netral,
"""maunya mudik tapi gapunya kampung, gimana nih? -m""",confused,
"""kampungan bukan maksudnya org dari kampung, cape jelasin ini mulu kalo ada yg ngomong bawa kata kampungan""",sad,5
"""Ajarkan ku tuk paham, menyelam dalam peranmu~""",joy class,3
Pagi teman dekatku yang terkadang menggemaskan,joy class,3
"""Kalian kalau move ke IG, bakal liatin feed ig sama highlight orang tersebut ga?""",netral,
"""Mudah mudahan panggilan kerja ini. Jawaban atas penantian panjang, bosen nganggur beb wkwkw""",joy class,3
hai hai hai hai hai hai hai hai hai,joy class,3
ngebayangin pagi pagi gini cud dling sm suami enaq,joy class,3
seru kali ya pacar gue ngetweet di tell trs gue koment eh saling tuker id line WQWQ,joy class,3
what do you think about an ordinary girl with no talent?,sad,5
Masgil dia kemana ya kangen :(,sad,5
"""HAHAHA LUCU BGT ANK SBLH GUA. jd dia matanya merah trs tantenya blg """"mata kamu merah itu"""" trs anknya bilang """"JADI MATA SAYA HARUS DIAPAIN?"""" :((( """,joy class,3
Pengen nyari temen. Cht? - f,netral,
Kadang dia nunjukin ketertarikan kadang dia bahkan ga peduli setiap gue peduli sama dia. Apa gue terlalu kelihatan peduli sampe dia gini ke gue,sad,5
anak tetangga gue ketelen uang receh anjir kasiann :(((,sad,5
Ada yaa orng aneh & langka spt itu. ??,disgusted,
"""Kalo aku jd aladin, kamu mau ga jadi jasmine nya?? Tp inget ya jas mine, gabole sm yg lain!! """,anger,1
I'm the girl on your other phone ??,joy class,3
Mnrt lu siapa king of youtube Indonesia yg sbenarnya?,netral,
"""Shitt ke kampus cuman satu matkul 2sks, dari harmoni ke gedong itu juga hampir 2sks loh. M""",anger,1
Mau berbagi kisah nih mumpung masih ramadahan bulan yang katanya penuh berkah buat berbagi,joy class,3
ada kakek kakek yg nyari sugar cucu ga? kali aja mo ngasi sawah gitu xixixixi????,joy class,3
PLEASEEEEEEEEEEEEE TGL 22 LIBUR NASIONAL KEK IKHLAS GUE LU MAU PADA DEMO KEK APA KEK YANG PENTING W BISA TDR NYENYAK DIRUMAH,anger,1
"""F yg """"seru"""" ada ? Mau curhat""",joy class,3
FPI fungsi utamanya apa sih di Indonesia? Cuma ormas biasa kayak ormas lainnya kan?,netral,
"""Dulu kata Mamah pas hamil gue, Mamah minum kopi makanya kulit gue item manis gini. Dan gue percaya-percaya aja waktu itu""",netral,
Males banget kerja deh aaaah,sad,5
Anyone wanna RP? chat ya,netral,
Kalo beli di tokped via transfer gimana ya FYI gue adanya atm permata sama BTN... ????,sad,5
eeee gmn niy. gue pcrn tp gue msh blm yakin sm cowok gue hadduuu,sad,5
"""NAIL IN MY HEAD FROM MY CREATOR, YOU GIVE ME A LIFE NOW SHOW ME HOW TO LIVE""",joy class,3
DAPET DI JAM SEGINI SENENG BANGET RASANYA WWKKWKWKWWK,joy class,3
I think I'm old enough to love someone in secret. But Goshhhhh I can't tell or even show ????,love,4
Ning teu aya awewe sunda na nya?,netral,
Laperrrrr laperrrr laperrrr,sad,5
Alhamdulillah ee ku lancar pagi ini terimakasih ya Allah,joy class,3
ini dosen kaga bikin resolusi pas awal tahun apa ya. MASI AJA NGEBATALIN KELAS TIBATIBA. DR DULU GABERUBAH,anger,1
apa tujuan kalian main tell?,netral,
Ayo chat???????? ?????????????? ?,netral,
"""Kalian kalo pup brobort bot, apa plung plung bunyi nya?""",netral,
"""udah seneng tugas satu kelar, eh suruh cek plagiat gaboleh lebih dari 20% dan punya w 22% HUEEE revisi lagi:) semangat diriku!!!!!!""",anger,1
"""F chatan di line kuyy, m20""",joy class,3
Ada yg tau olshop yang jual dessertbox di daerah bekasi?,netral,
Numata. https://drive.google.com/file/d/17o2rOYpEUMxfHGHb3tN9f7I2Pyl5f9eE/view?usp=drivesdk,netral,
Am I the only one who actually love GOT Season 8 ???????,joy class,3
F seriuss yukk.. wakawaka,joy class,3
Line ku sepi sekali anjirr,anger,1
AND BE YOURSELF IS ALL THAT YOU CAN DO,anger,1
m yg gasuka sama f cakep yg pagi2 udah ngomongin ee,anger,1
"""Dari jam 9:02 ke 9:16, berasa lama dah. Padahal buka TELL doang """,sad,5
"""Because you' re already beauty, may i become the beast for you? Yes i mean, the beast in every moment.""",joy class,3
Call clean yu ngobrol receh diskusi juga boleh m19,joy class,3
Yakk yang ingin nonton final episode game of thrones sudah bisa bergeser ke indoxxi guys. Selamat menangisi perpisahan.,joy class,3
Kenapa ya gue lebih suka bersih bersih atau gosok tuh malem malem. :(,sad,5
Coz being bad is the only thing i'm good at.,joy class,3
"""Kakak gue termasuk orang yang sangat santai, tapi kmaren bisa2 nya di khawatir """"dek tanggal 22 gausah kemana-mana, dirumah aja. gausah bimbingan"""" tumben....""",fear,2
can u imagine losing a friend just because having a boyfriend,sad,5
duh not delicious body gini,sad,5
Ada f yang free ? m22 anak kuliahan.,netral,
Mau tanya ada apa siih sm tgl 22??,netral,
anonku tumben sekali belum hidup????,sad,5
"""Lagi sakit, dirumah sendirian, pengen nonton diarymisterisara. Yay or nay?""",joy class,3
Cara biar nulis bagus gimana sih :(,confused,
The important things of all what u doin is support from ur close people,joy class,3
Promo grab bike yg ga pake ovo apa? Jakarta ya,netral,
Jual Laptop MSI GL62M-7RD i7-7700HQ Ram 8GB (bisa upgrade ke 32gb) Hdd 1TB M.2 ssd slot ready GTX 1050 4GB cod bandung utara,netral,
Sekalinya bikin whisper yg ngechat sampe ada 145chat??,joy class,3
"""F chatan di line kuy, m19""",joy class,3
"""Kalo boleh ngeluh pengen ngeluh, pengen iri sama rezeki orang. Tapi gaboleh""",sad,5
ayo mari kita seruakan untuk tgl 22 libur nasional,joy class,3
Gabut woy anjr. Let's talk,sad,5
Ada m yg kristen/katolik? Chat yuuu,joy class,3
Kemiskinan ini membunuhku.,sad,5
Bersabar dua hari lagi dia akan balik seperti biasanya,netral,
OH GINI ENDINGNYA HA HA GAME OF THRONES DASAR,anger,1
"""Ngumpulin niat buat mandi aja berjam-jam,padahal mandinya cuma 5 menit""",netral,
Game of throne endingnya lawan thanos,netral,
Untung gue ga jadi jalan sm lo dan milih buat stay loyal sama pacar gue. Jauh jauh aja sana dari gue sampah. Ujug ujug manggil baby di dm. Emang gue baby guling?!,anger,1
Iya pak thanos yg prok prok prok jadi apa. Dibantu ayo tolong yaaa,joy class,3
??????? ?????????????? ?hai,joy class,3
"""Misalnya kalian udah lama ngobrol terus si dia ini ternyata kecelakaan tapi dia gak bilang sama sekali sama lu,kita taunya pas dia keceplosan gabisa ngapa2in terus-""",sad,5
"""Wdyta stor angkatan tp patungan dari semuanya, jadi bukan yg ikut doang""",netral,
Apakah manusia dimuka bumi ini didominasi oleh orang orang kesepian?,sad,5
Kinda dislike how people try to portray me as one dimensional when I have so much more to offer.,anger,1
kadang suka iri sm mereka yg kuliah dan gue terpaksa kerja :(,sad,5
Eh guee gabutt chatt yuu,joy class,3
"""Niatnya hari ini mau skripsian, semoga ga wacana. Semangat aku! ??""",sad,5
Chat yuk? F22 163/49 here,joy class,3
butuh temen ngobrol yang asik. Mau cewe mau cowo terserah wkwkw -F20,joy class,3
APA APA JIHAD APA APA JIHAD. JADI KALIAN MERASA LEBIH BAIK DARI YANG TIDAK IKUT JIHAD? SAYA ISLAM TP SAYA MERASA MAKIN LAMA AGAMA SAYA MAKIN DIKOTORI OLEH OKNUM2 DI INDO.,anger,1
Myruby buka store di depok kek,anger,1
w tu baru aja gemes ama dahbin e lgsg dikasi hanbin yeri wkwk,joy class,3
Chat yuu pengen deh hehe M,joy class,3
"""yg bikin gue resign itu karna kelakuan minus org2 disini & gue dgn sengaja ninggalin 1 jobdesc yg blm gue selesein buat ksh pelajaran ke mreka, ga salah kn?""",sad,5
"""Percayalah hidup mandiri itu sulit, so buat yang masih punya orang tua ikutin ya omongan mereka. Gue udah pernah ngerasain yang namanya gak nurut sama ortu & itu gk enak""",sad,5
Bt banget elah ????????,anger,1
Orangorang yang punya pacarpun masih merasa kesepian. Apa lagi yang jomblo,sad,5
(tebak) bumi ini didominasi oleh orang ...,netral,
Sepi sekali ya dsiniiii,sad,5
"""FR yuk, move tapiiii. M22""",netral,
Kalau kamu nya gak punya kuota. Aku chatan sama siapa :(,sad,5
Ada koko ga ya disinii??,netral,
Rprprprprprprprprprp kui -m21,joy class,3
Pagi2 naik ojol. Abangnya tanya kerjaan. Disini kuliah atau gimana mbak? | kerja saya pak | kerja dimana? | di kontraktor pak. Kontraktor kecil. Selang beberapa lm..,netral,
curvy girl here.. ada yg minat sama cewe gendut?,netral,0
"""Disini yg f kalo upacara sekolah hari senin, team ikut upacara atau tim cabut upacara? HAHA""",joy class,3
Hai hai. Saya sudah tidak d pasteur lagi. Kabupaten panas gais,joy class,3
"""Niatnya Hari ini mau ngelukis, tapi kok magerrr ya:( female""",sad,5
https://open.spotify.com/track/7tn1tcxenMwDXrYTOjS3z1?si=KSEMwUfpTtOoVBNpeVACTg Suka aja sama ini,joy class,3
"""Pertemanan dari yg bahas gtu gtu, lama lama jadi clean dan tau karakter masing masing... gokil semoga awet ya kita""",joy class,3
Ada f jogja?chat yuuu? -m18,netral,
Sumpahhhh... ku rindu bandunggg....,sad,5
setelah satu bulan tanpa identitas akhirnya kita move yeaayy wkwk,joy class,3
"""Niatnya Hari ini mau ngelukis, tapi kok magerrr ya:(""",sad,5
Kasih novel yang ngomongin pekerjaan dong.,netral,
Apa yang ga lu suka dari anon kenalan lu setelah move? Selain karna tampangnya,disgusted,
Serius deh guys gw mau tanya. Gw pacaran tapi pacar gw itu yah aneh bgt. Gak tau emang gitu atau dia cuma mau manfaatin gw doang.,confused,
Percayalah. Di Tell masi banyak yg cakep ko ciwi2nya hahaha,joy class,3
"""Dear doi, udah lama gk ketemu. Terakhir ketemu 7 tahun yg lalu. Tapi rasanya rindu. Aku cuma bisa liat kamu dari story ig . Boleh gk aku berharap kita ketemu? Hehehe""",sad,5
Sayangggg aku mau ngomong sama kamu...,love,4
"""F chatan di line kuy, m20. Sepi nih line:(""",sad,5
Suka ga kalau punya cowok skincare ran ?,netral,
"""Eh kan w diundang bukber sekolah ya, w dateng apa jangan? W kan udah lulus soalnya""",netral,
"""Buat job seeker/pencari kerja, pernah ngga sih kalian pasrah ngelamar kerja ke sana kemari, buka jobstreet, kirim email tapi sampe sekarang belum dapet kerjaan jg? """,sad,5
Chaat doong... gabut gueee F,sad,5
"""Ada f bekasi? Chat coba, m23 here""",netral,
"""Gaes, ada yang udah pake Laneige clear c series belom?""",netral,
cara supaya tdk ketergantungan sama org dan supaya tidak menantikan chat org itu gmn ya?,sad,5
disini ada f yang klo lagi upacara suka goyang-goyang sendiri ke kanan kiri kek ondel ondel gak?,netral,
"""MAKIN KESINI MAKIN BODO AMAT, MAU DIA NGILANG KEK, MAU DIA FOTO SM CEWEK KEK, IDC. BENER BEENR SEBODO AMAT ITU GUYS. """,anger,1
"""Kalo ngomong sama nyokap kenapa harus direwind lagi ya ??, padahal dari kemaren kemaren udah dijelasin""",sad,5
"""Gini loh, gw ga kebayang aja nanti malunya bakal kek Mana. Mgkin saatnya Tiba nanti gw beneran bakal kabur keluar kota""",fear,2
"""Dari semua app anon, paling asik menurut kalian apa sobattt?""",netral,
Bingung deh sama anak mejelis tapi masih suka pacaran,confused,
Hagoo kuuy mba mas nyaa? ??,joy class,3
"""Gengs ada lowongan internship gaa? Buat tahun kedua, unpaid gapapa kok""",netral,
Ada F dom bdg? John wick yu. M 22,joy class,3
List belanjaku di tokped pada numpuk Kapan di check out nya nih,sad,5
Apa yang bikin cowok ilfil dan jadi males sama cewek?,sad,5
Ada yg ngerti riba gaaaa?,netral,
Ku butuh hiburan tapi lagi tanggal tua ??,sad,5
Cara mutihin ruas sendi jari yg gelap gmna,netral,
"""Buat cowo, yang abis naena sm cewe yang bukan siapa2nya. Tolong itu hargain cewenya ya. Masa abis manis sepah dibuang. Kasihan kan dia jadi ngerasa ngga dihargai hmmmm""",sad,5
"""Gue diem bukan nya gue percaya, gue cuma udah ga peduli sm alasan alasan yg lo jelasin. """,anger,1
Gengstarrr katanya udh nyampe bekasi aja da ko serem pgn keluar malem jadinya ??,sad,5
"""gue nyaman sama anon disini, dia baik. tapi gue gamau dia ilang. gimana nih?""",fear,2
Gue mau ke nmw tapi takut mahal bgttt trs ga cocok. Plisss review-nya dongggg:(,sad,5
"""Kayaknya banyak bgt yg udah nemuin temen ngobrol yg klop di sini, Ampe move lagi. Gue mah jangankan move, ngobrol di sini aja jarang:"""") f20""",sad,5
Gak tau knp rasanya gimna gitu liat f pake seragam sma ehmmm,confused,
"""Sekarang mending jadi pengagum rahasia aja deh, di doakan semoga di jodoh gua """,joy class,3
Knp line event seneng bgt ngechat gue anj,anger,1
Rasanya gue pengen ngejauh dari dia -_-,anger,1
Katanya takut zina tapi masih ngedekitin cewe. Ya gmn ya..,confused,
Terima kasih siapapun yg rekomendasikan quora. Gue pikir pada serius ternyata ada yg ngocol jg jawabannya wkwkwk kelebihannya tulisan yg rapi jadi enak bacanya.,joy class,3
Ada f yang udah nonton video edo? coba kasih tanggapan lu dong. chat ya,netral,
"""Teruntuk yang suka naik motor pelan tapi di tengah udah gitu plin plan, enyahlah!""",anger,1
"""Anak yang suka anime gitu, belajar bahasa jepang dari manga. Tapi bahasa formal dan bahasa gaul, ga beda2 amat sih. Asal pas ke jepang jangan pake bahasa sok gaul aja. """,netral,
Aku abis diputusin sama cowo aku :(,sad,5
Nunggu temen mo ngerjain tugas kek nunggu jodoh aja lama bgt,sad,5
"""Senengnyaa mau berbuat baik dipermudah sm yg diatas, tuhan maha adil??""",joy class,3
"""tetot tetot, wayahe wayahe??????""",joy class,3
Skinkerrr apakah yg mahal bagus???,netral,
"""Suka tertohok gw tuh kalo liat post abis move sama anon trus anonnya cogan, soalnya gw gak pernah nemu anon cogan anjeeerr, bagai harapan babu gw nemu anon cogan tuh""",sad,5
Papaku maksa banget klo aku ga masuk ptn disuruh swasta dan fk:( aku ga tega.. besok klo tes pengen ngisi asal2an aja biar ga masuk. Klo kalian jdi aku bakalan nurut gak?,sad,5
apa yang bikin kalian ilfil sama cewek dan jadi males komunikasi? Dan sebaliknya kalo cewek apa yang bikin ilfil sama cowok?,sad,5
Menunggu cosrx promooo,joy class,3
apakah ada yang bersedia mengerjakan soal ujian matematika gua:'),sad,5
Curvy girl itu cewek melengkung atau saingan cute girl?,netral,
"""Ketika orang2 berteriak lantang """"human rights"""" untuk semua golongan. Namun, diujung sana mereka lupa para korban perang nyatanya juga membutuhkan hak tersebut.""",anger,1
"""In a slow mo kau bergerak aku suka want some more. You say one but i say two, you asking three i gve you four """,netral,
"""Ciwi2 aing mau nanya. Dia teh kek kemeja, cuma panjang sampe paha bisa jadi dress gitu. Jadi gue sebutnya apa ya?""",netral,
Bagaimana cara nya aku memuntahkan uang 2jt rupiah ya Tuhan,sad,5
suka sm cewe dirtyyyyy ga?,joy class,3
"""kok saya belum menemukan anon yang klop ya disini, klop dalam arti nyambung diajak berbincang, asik gitu """,sad,5
What will u do if miss someone that u never talked anymore for a long time?,sad,5
Wakdoyok yg asli yg gimana? Ada link di tokped? Bisa buat numbuhin rambut kepala gk? F20,netral,
"""Jangan2 mmg bnr kalo selama ini LL sm abas ngga transgender, tp make efek snapchat??????""",joy class,3
Libur libur libur mantap djiwa.,joy class,3
"""Mau beli parfum aja diomelin katanya harganya mahal-mahal, padahal pake uang sendiri... ???? M19""",sad,5
Biasanya kalo maskeran pake spirulina dicampur pake apaan?,netral,
Keep your goals away from the trolls.,netral,
Oiya. Kalo nikah bulan puasa ga usah mikirin duit buat catering yA,joy class,3
Johnwick chapter 3 yuk F? M20 depok,netral,
Gimana cara ngesave poto dr snapchat ya?,netral,
Mari Netflix nya apa spotify juga boleh,netral,
GUE ADA KELAS JAM 11 MALES WOY,anger,1
"""Pengen ambil jurusan pendidikan bahasa Indonesia ,tapi nilai bahasa Indonesia aja masih sering jelek """,sad,5
"""Everyone need someone on their speed dial, whose willing to be there, either to cheer up or just make sure that they were there""",joy class,3
Mandi dulu ah udah 3 hari ga mandi,netral,
"""akhirnya ade gua memutuskan merantau ke magelang. ngampus disana ??jagain ade gua dong, polos doi""",sad,5
"""temenin sahur dong, laper bet asli.""",sad,5
"""Kadang pengen nulis """"siapa yg mau kuajak chat ala detektif pembunuhan"""" tapi gabisa mulai ngechat wkwkw. Karena ku tak asik """,sad,5
Uang uang uang uang uang uang uang uang uang uang uang uang uang ??,sad,5
"""Baru tau unfold bagus ya wkwk, mayan dpt yg mod udh dowloaded smwa""",joy class,3
Puasa2 gni. Mulut seeing ngumpulin ludah sndiri. Jd keganggu karna bolakbalik buang ludah. Ada yg pnya tips biar ga ngumpulin ludah gt? #sory jorok ya,netral,
bingung aku bukber mo pake baju apa,confused,
tolong kasih gue hidayah atau motivasi biar ga bolos kuliah terus ??,netral,
saking cintanya sama alam dia menolak datang menikmati alam dan menjelajahi alam karena takut mengotori,joy class,3
"""Jadi nih ya, gua mau nntn john wick 3 tp ga diizinin, soalnya ortu khawatir sm keadaan skrg skrg ini :)""",sad,5
yang aku butuhkan duit duit duit duit yang banyak,sad,5
SK II Fte buat cowok mantul ga?,netral,
Hbd yakk buat yg ultah hari ini,joy class,3
Wanna talk? M26 here???????????????,netral,
"""Halloo wargatell, minta recomend nama nama account instagram fashion cowok dong, upah uang khatam qur'an udah turun nih wkwkwkwk""",joy class,3
f malang ada? m20 hereee,netral,
