polarity;text
love;"""baru banguuuunnnn, sayang kangeeeeennnnnnn"""
sad;"""Ah payah ah anak tell jaman sekarang apalagi yg masih sma pada """"kaku"""" """
netral;Dijadiin baby sugar selama 3 bulan. a thread.
netral;Ramalan zodiak hari ini.......
anger;Anjjjjjjj. Lagi kesel ama dokter
netral;Susu **** harganya brp ya
netral;"""Gw blm pernah makan di richeese, tp lg pengen aja makan disana musti bawa budget brp? Tp gw gasuka pedes kira2 yg enak pesen apa? Kalo bisa kasih tau harganya juga ya:))"""
joy;Semoga diliburkan tgl 22-23
joy;Entah knp suka aja gitu liat f pake seragam sma yg crop gitu deh gak paham pokoknya yg sexy gimna gitu ehmmm
netral;Tulus lagu2nya banyak juga ya curhatan tentang dirinya
joy;Yuk chatan F yang ga clean M22
netral;Salah ga sih chatan sama 4 cowo? Gue single tp nya
joy;gatau kenapa suka aja gitu suka foto nudes hahaa
sad;"""yaAllah minggu w test 2x, utbk sama swasta, tapi baru buka ruang guru udh di close lagi. wkwkwk tolong deh malah buka tell-_-"""
sad;"""Aaaa, Abaaanngg. Ajaklah adek pulang, sudah bosan rasanya di tanah jaoh"""
confused;"""Apakah aku jatuh cinta apa hanya nafsu semata, aku bingung :("""
joy;"""F chatan di line yuk, m20"""
anger;Libar libur libar libur tgl 22 emg kenapasi? Gaada ngaruhnya perasaan sama idup:( malah gue uas wwkwkwk
confused;"Tolong ini ada apa dengan tanggal 22?;("
netral;Rek mangkat ngan sare lila teuing jadi teu ngareunah awak euy.
joy;be the nopal to my cute girl
sad;"""Saya di sini sampai jam 1 kok mbak, ini diperbaiki dulu nanti balik lagi. 10 menit kemudian....menghilang lagi."""
joy;Pengen chat sama orang yang asyik
joy;"""Tgl 22 masyarakat serentak akan mempraktekkan kegunaan kedua tangannya masing2 ,sabi nih??????"""
fear;OMG 7 hari lagi pengumuman??
anger;"""HADEH, SIANG SIANG NONTON BEGONOAN, PARAH BENER GUE"""
joy;Bintang emon manis bgt knp ya
joy;Pengen pacaran sama m yg seiman deh (kristen/katolik) :')
joy;Yuk chatan F yang ga clean M22
joy;Chat yuk hehe gabut f19 .no move
sad;Kuharap tanggal 22 benar cair :(
sad;"""Jujur ngobrol sama orng yg ga se frekuensi tu susah bre, udah kayak radio (ngobrol satu arah) dia cmn bales wkwkkw hahaha apaan si bngst"""
netral;berasa besok bakal ada the purge dah.
joy;"""Laki yg suka ndusel itu bukan berarti clingy, psycho, haus afeksi/ngebet cari pacar. Krn ndusel sm partner yg tepat + talk about """"how's ur day"""" itu obat lelah terbaik :)"""
netral;ada cogan ga ya disini......
netral;Prefer ngetik yawla apa yawlo? *ygpakekata2iniaja* -f
netral;"""Kan gua minus 10 sama 14 dan ada silinder nya ya. Nah, niat nya tuh gua mau pake softlens minus 10 dua duanya. Trs pake kacamata juga, tapi cuma silinder sm minus 4 -c-"""
sad;ngantuk bangettttt yaAllah
joy;Gue heran yaaa suka banget nonton horor horor gtuu yang horor experience gtu seru sih... ada yang tau channel serem kaya gini lagi ?
sad;"""Mau saranin buat banyak"""" beribadah tapi takut dibilang sok agamis :("""
sad;Mas kangen dek. Salam untuk keluarga ya.
sad;Meni ingin telur gulung:(((((
joy;Gua udah move gt sama anon trs waktu itu fc. Seru gituuu bgt malah. Beberapa kali minta vc guanya gamau jd chat terakhir gua di read doang wkwk
netral;Gua lagi coba pake whisper nih
sad;"""It's just a perfect day, with all the sadness and sorrow. It's a perfect day, like you can't ruin this day anymore. It's a perfect day, and here i am alone with my shadow."""
netral;Ini ga ada yg tertarik TOG dijadiin anime apa ya?
joy;Buka pake bensu enak kali ya
sad;Mana nih paketan gw belum ada yang nyampe :(
netral;disini ada gak f yang pernah dijadiin sugarbaby trus tiba2 di akhir dimintain laporan LPJ?
joy;"""Gak sombong, tapi bener gua goodlook. Cht aja si kalo mau, clean tapi. Lagi gabut gua-F"""
netral;Todd or qna? Anyoneeeee -m21
netral;"""Percintaan lintas negara, memang gak mungkin. Gak. Itu emang gak mungkin bisa."""
anger;"""Sebagai pihak yang tidak ingin mengakui kekalahannya, dia sangat barbar"""
joy;"""jadi gini ya rasanya, ngakak gak berhenti-berhenti woy ??"""
joy;F nearby pacaran yuuk haha. M20 here
netral;"""Se-apatis nya raditya dika tapi dia bisa melakukan apapun yg bahkan dia sendiri jijiq demi membahagiakan orang yg dia cintai,kalau kamu gimana?"""
joy;"""Bahkan di kantor, godaan bu bos sexxyyy kalah dengan meja yang buat tidur sambil duduk"""
sad;Kok kangen pake bbm yaaa
joy;"""Temen gue pamer punya jam DW, pamernya secara halus. Ngelurusin tangan didepan gue biar jamnya keliatan ke gue, ehh abis itu gue sentil kacanya. Langsung dielus-elus"""
sad;Nggak pernah peduli sama F yang ngaku atau ributin perkara cantik/good look. Gue ke sini nggak nyari pacar soalnya haha. Nyari iseng sama sharing aja. M
joy;"""QnA yuuu, ..............f22"""
netral;"""Buat cowo, misalnya kalian selingkuh, tapi udah putus sama selingkuhan itu, pacar masih ada, kira2 apa yang membuat kalian sakit hati?"""
netral;Linkin park - Waiting for the end
joy;"""Cuy tolong lah massa update """"seneg liat f pake seragam sma di report sampe kena benned 1 bulan kan sayang chatan yg blm.move"""
netral;Ada yg pake printer hp ??
confused;"""mantan aku ngajak balikan tapi posisinya dia udah punya cewe tapi katanya dia bakal udahan sama cewenya itu, aku udh blg buat mikrin perasaan cewenya,aku jahat ga sih? """
sad;"""F chatan kuy di line, m20. Sepi:("""
netral;"""Kalo misal ig kita diblock tapi kirim dm ke dia, sampe gak dm nya? Terus kalo dibuka block nya bakal sampe gak? """
joy;Batal ga si kalo cees hehe
joy;"""Hi, ciwik ciwik! Kita ngobrolin masa depan kayak karir, life goals, keluarga, etc. Let's have a deep convo, shall we? Don't worry, I'm female, too."""
joy;Imagine all the people sharing all the world yuhuu huuuu
sad;Pengen jd coffee blogger :(
netral;"""Hi, mau tanya sama f disini. lebih suka cowo keker atau cowo lembek, atau gak keker tapi berisi gtuuu. kasih pendapat kalian ya"""
joy;"""Sempurna dalam ketidaksempurnaan dirimu, yang begitu indah & cantik meski hanya berlalu kau mampu menghentikan waktu. Nona, boleh aku mengenal lebih dr parasmu? M"""
netral;Pengen jago bahasa Inggris di mulai dari mana ya -f
anger;"""dari yg marah2 sampe ujung2nya bilang """"babe aku kangen"""". bipolar abis jd laki-_-"""
anger;Indihome sucks really bad
netral;enak ga sih jadi barista?
confused;Tiap bangun tidur badan gue pasti panas kenapa ya
joy;A whole new world......
sad;Enak gak sih punya kenalan artis :( jd pengen
netral;Ads yg mau fc/fr? M19.....
netral;"""Punten mau nanya, lowkey artinya apaan"""
netral;Itu laptop kenapa tibatiba gabisa buat play film/video ya ?
joy;I can show you the world.
joy;F followan ig yuk. Nanti drop id nya di dm. M23
sad;"""Sadarkan aku Tuhan, dia bukan milikku"""
anger;gais pkl aku ngebetein ddddd tp aku suka gmn dong :(
confused;Kok kalian bs sih baper cuma gara2 chattan. Blom juga ketemu.
netral;Adaa f yang lagi di apart?
netral;"""Hi cowok, prefer cewek yang nada suaranya tinggi atau cewek yang nada suaranya rendah?"""
sad;Now playing Nidji - Hapus Akun
sad;Ini gua kerja udah kaya lagunya armada. Bedanya kalo gua pergi pagi pulang 5bulan kemudian??
joy;Ada F curvy & short hair di sini? M22
joy;aku mah anaknya demen bikin planning trs dibayangin gt
sad;"""Gimana biar ngambek gak ketauan deh? Gue kalo ngambek keliatan banget dari typing, soalnya gue berubah jadi mager ngetik panjang2 haha."""
joy;Meleleh mas baca puisinya yang tadi
joy;"""Gua nanti mudiknya naek motor biar bisa srobot sana srobot sini, cewek strong kuy"""
sad;Pengen punya partner. M Bandung
sad;Kangen dimanjain sm mas-mas anon :( huhu
sad;Sini kalian chat ngabodor nanaonan kek ku butuh hiburan pusing bgt monang?? ep
joy;"""Gua nanti mudiknya naek motor biar bisa srobot sana srobot sini, cewek strong ya gini cuy"""
joy;"""F chatan di line kuy, m20"""
netral;Itu para wanita disini yang 24 tahun keatas pada gak laku kenapa ? Ibarat brosur konten nya kurang.
joy;"""Parasmu yang bagaikan piring melamin retak, membuatku ingin mencurahkan segala isi bungkusan soto keatas wajahmu."""
joy;Break kerja bentar. Ngayal babu yok. Cleanchat kok -M25
netral;Kenapa sih pada takut sama tanggal 22 mei lusa?
sad;Eh eh eh kok hidup gue sepi gini sih:(
joy;Masa lalu jangan diungkit-ungkit jangan. Kisah lama jangan dibawa-bawa jangan. Ingat baiknya lupakan buruknya~ anjay ?? wkwk igun-maukawin trend1
netral;"""Pengen dpt temen chattan yg asyik dan awet, F"""
netral;"""Halo cowo, kln suka cewe yg •anu nya gede tapi pendek atau •yang tinggi tapi tepos??"""
joy;Ost tanggal 22: The Cranberries - Zombie
joy;"""Gara2 ke typo an lo, gw sekarang jd tau yang gw ketemu anon beberapa kali itu trnyata itu lo juga, anonku. Wkwk ngakak"""
joy;"""Eh chatan yuk wkwk, f17."""
sad;Kapan ya Iqbal jd jodoh akuu.. ???? -f18
netral;Ost pemilu 2019: Radiohead - No Surprises
joy;FINAL EPISODE OF GOT WOIIIIJJJJJJJIIII!!1!1!1!1!!!
netral;Ost tanggal 22 : Neng setasiun balapan
joy;Chat yuk f yang ga clean M22
sad;Lagi puasa dibawa mikir jadinya naik asam lambung ??
joy;"""td kan gue abis nonton film EL, eh ko jd pengen hehehe f17"""
sad;Kesepian bgt sih gua.. Bentar2 cek handphone liat ada chat atau ngga.. Kalo ga ada yg chat gelisah. Kenalan sm bnyk anon biar makin banyak yg chat.. Ya allah. Sedih :(
joy;RECOMMEND FILM YANG BASED ON TRUE STORY DONG GAIS. DAN EMANG BENERAN BAGUS. THANK YOU. LUV??
love;Kenapa susah rasanya menahan rasa padamu
joy;"""Sedang mood banget bacain thread2 horor. Dan ada satu yg menarik perhatian.. salut sih sama mas ini, explore2 tempat sendirian tanpa editing dan drama apapun"""
joy;Selamat pagi menjelang siang adek2.. m29
netral;Kamu cowok tinggi lebih milih pasangan yang pendek atau tinggi juga??
joy;Kalo boleh milih artis yg pengen dijadiin pasangan kalian siapa guys? Gue agnes monica ... wkwk kayaknya seru tuh. tp udah jarang muncul ya doi
netral;Ada yg mau tlponan jam 9 WIB malam ini?
joy;ada yg suka nonton grey's anatomy tidakk?
netral;Kalian dulu lahir normal atau caesar?
netral;Ost tanggal 22: Critical Acclaim
sad;"""kenapa cewe kalo engass suka maksa sih, kita ldr, tiket pesawat mahal baby, lama2 bokek gue"""
joy;"""Nonton John wick yukkkk, depok"""
anger;"""Skrg hode smkn didukung sm fitur terbaru dr snapchat, ati2 jgnnsampe ketipu ges"""
netral;"""Ada yg mau kenalan sm adek gue ga? umur 15 cewek, receh orgnya. """
joy;Anak SMP SMA jaman sekarang ngapa pada semok2 yak hadeh
anger;semenjak pindah ke nangor gue jd buluk bgt anjir
joy;H-10 ketemu kamuu?? semogaa Allah mengizinkan??
sad;"""Bukannya gamau chatan sama sesama f di anon sih tapi w males aja ntar kek waktu itu chat anon trs temenan trs doi menyatakan perasaan trs ngejar"""" ampe nangis kejer. Mls"""
sad;Iya maaf aku orang nya emang freak sekali
joy;Kalo mau damai tgl 22 kasih sekandal bkkp pasti bersatu
anger;"""kata seseirang disini cowo mah selalu liat dari fisik, sumpah yak kalo dia yang ngomong barannya atletis sih gapapa nah ini badan lu juga ga bagus2 amat ngomong gitu"""
sad;"""Aku suka sama mas, tapi hari ini h-19 masnya selesai kontrak :"""" aku kudu piye?"""
netral;Saat gebetan lu. Cuma ngeread chatan lu. Apakah lu harus chat ulang dia ? Cuma nanya kabar sih
netral;Ada yg mau telponan nanti malem jam 10 W.I.B ?
sad;Minder akutu kalo sama cewek tinggi :(
joy;Gua mau jilat bagian dalem flatshoes cewek deh. Keknya seru
sad;"""Ngantuk bat ngantuk. Ya Allah, gusti nu agung :((("""
joy;"""Mas mas dengan typing ganteng, tunjukkan pesonamuuu~"""
confused;Kln suka film genre apa ges? Judul film favorit kln apa? Gabut nih mau nonton film tapi bingung
netral;Jadwal bioskop minggu ini apa
netral;The moment. Ruk kong rao
sad;Pria liat fisik wajar karena kalian wanita akan di dampingi dan di pimpin... Orang hidup di dunia berekspektasi boleh ... Kalo mau cantik di akherat which blm tntu msk
sad;bosen amat w kalo dikantor gaada kerjaan
joy;10 menit lagi jeng jeng jeng
sad;"""Dimana kamu saat aku mau,apa kau juga memikirkan aku"""
netral;Kalian cewek apa cowok??
confused;Makan apa yah enaknyaaaaa
netral;Gue heran yaa... gue ngeliat cewe pasti dari tumitnya terus bisa keliatan dia orang yang suka bersih bersih apa engga ??
sad;Ku mau nonton aladdin:(((
sad;emang semakin lama idup tuh kudu makin terbiasa ya sm yg namanya penolakan
joy;"""recommend film barat dong, genre apa aja """
sad;"""ey ni gaada yg mau ngisi room chat w, terakhir chat sama anon sini 4 bulan lalu kwkwkwk"""
sad;Hari ini izin gamasuk magang buat ngerjain tugas kuliah wkwkw pusing bener dari sabtu tidurnya kurang
sad;"""Gue ga deket ama kaka gue, tapi ternyata gue ketemu dia di tell. Dan dia cerita semuanya, dan dia ga tau gue adiknya"""
sad;jam segini perut aq sudah perih
joy;"""Kwetiaw pedes manis + balungan + kulit, mantulll"""
anger;"""WOI YG NGELUDAH DISEMBARANG TEMPAT, LIAT SEKITARNYA DONG"""
sad;Percuma typing ganteng tp bahasannya itu2 aja :((
netral;Menurut kalian apa yg terjadi ditanggal 22 besok?
joy;"""GODAAN AMAT LIAT IG, TAU TAU ADA CEWEK PAKE LEGGING KETAT JOGET JOGET ??????"""
joy;Aku baru selesai uas kalkulus gaesss?????? habis digerumutin cacing
netral;"""Waktu itu dia malmingnya nonton bioskop,gue cuma oh aja. Kira-kira cowo kalo nonton bioskop pas malming mungkin ga bareng cowo juga?"""
confused;Sedang berada di titik dimana di titik berada di titik dimana di titik berada dimana
netral;Tukeran id line yuk? Siapa berani???? M23
confused;"""Chat sama org disini terus dia kayak mau bahas GOT gitu, ters kan gue gak tau. Dia nanya gua gak ngikutin, gue jawab egak. Terus gak dia dibales eh dienchat. Lah knp dah?"""
joy;"""gue nemu 1 orang yang bisa diajak chat,fc,meet gtu aja dahh bersyukur gue... """
joy;"Hey anon2ku yg udah di ec :( kaki ane yg habis op kemaren udah berangsur membaik. Makasih yang sempat nemenin yah pas gabut2nya nunggu dokter ;))"
sad;WOILAH sepi amat chat gue
netral;"""Ada orang cikarang? Atau lebih tepatnya jababeka? Chat dong, mau nanya gua.m23"""
netral;Am i the only one yang berfikiran kalo typing itu menentukan banget attitude dan cara berfikir seseorang?
sad;"""Mau mulai belajar buay persiapan sbmptn, tapi bingung mulainya dari mana:("""
joy;Gue lagi suka masa ama kata edan wkwkw edan kan?
netral;"""masalah desas desus tanggal 22, gimana tanggepan kalian? apa kalian percaya terus udah nyiapin bahan2 makanan gtgt atau bodoamat?"""
netral;"""Kalo kata abangku, cobaan mau nikah tu ada aja. Menurut kalian yang sudah nikah setuju atau tidak setuju? """
netral;Kalau kita dua bulan kerja di tmpt swasta apakah mendapat thr?
joy;"""F chatan di line kuy, m20 nihh"""
netral;Teknik infotmatika / sistem informasi? Kalian pilih yg mana?
fear;Too many psycho di dunia per-anonan. SEREM
joy;Kepegadaian dilihatin bapak2 hehe. duit abis pak belom dpet uit THR huehe
netral;Siapa disini yg punya saudara kandung lebih dr 5 orang?
sad;Kamu pendengar yang baik tapi hati kamu sepertinya belum untukku
sad;"""Eh tadi Ada yg ke ec, gara2 sinyal dah kayaknya, roomnya kosong eh gw ikutan ec """
joy;"""Cht yuk f sampe awet hahaha,m19"""
sad;"""lidah gw kurang cocok kl makan di warteg gitu,trs gw lebih milih makan bayar agak mahal tp enak drpd murah tp kurang cocok sama gw. temen2 gw blg gw boros. salah ya emg?"""
sad;"""Astaghfirullahhh kenapa sih ngutang itu nikmat sampe gak berasa udah mau sejuta lagi?? napas sehari ngelunasin yg kemarin udah nambah lagi aja, dasar guaaa????"""
joy;"""f yg goodlook bisa chat mungkin, m 20 here"""
joy;"""Tingkat kekerenan seseorang kadang keliatan dari cara typing, pemilihan film dan musik favoritenya. Kadang. ??"""
netral;Lo tipe org yg gamau nyusahin temen samsek kecuali kepepet atau nyusahin temen selagi bisa? :v
netral;"""Nanya dong, yang cowok pernah baper gak sama anon?"""
joy;Ada f gdlook? Gue m gdlook ga bs sama cwek jelek dan miskin. Chat dulu kalo ccok lgsg move video call.
anger;Cewe yang PC : kalo gue cowo gimana? It's not funny at all. Really
netral;Pikiran gw kadang gak bisa lurus2 amat. Apa ini gejala sakit jiwa?
joy;"""buka explore IG, liat tasty, tulisannya: HOW TO MAKE TRADITIONAL ISRAELI FOOD, udah serius nonton, baru sadar isinya NOTHING, sarkas nih tasty, tumben ??????"""
sad;Cewe kalo putih putih kaya cina gitu cantik ga sih? Kadang minder loh sama yg kulitnya eksotis cokelat gitu:(
netral;F ada yg dengerin kurosuke?
anger;AGHH BETA SONDE KUAT HAHAHAHAHAHA
sad;700 juta dapet dari mana coba gak ada yang bisa di agunin.. kecuali ya jual ginjal
confused;Gue nggak tau harus percaya atau engga.
anger;"""Kenapa kalo gue nyari cewek cantik? Cewek2 jelek di sini tuh pada sirik banget ya? Nggak dipanggil tapi malah nyaut heran. Udah jelek nyolot lagi, makin jelek ntar"""
netral;Sepertinya sudah jalan ku
joy;Buat Cewe disana. maaf bukannya gak mau chat. jujur rindu sih. tapi lebih baik ungkapin rindunya lewat doa aja^^. siapa tau Allah jadi suka trus kita jadi .....
joy;"""Guys, doain aku ya. Tahun depan atau 2 tahun lagi aku menikah, tapi belum ketemu jodohku sekarang ini hehehe doain ya"""
netral;Ada yg dengerin grrrl gang gaa?
netral;GUYS gue mau buka po kue lebaran kira-kira laku ga ya?
netral;Ada F nearby yg curvy & short hair? M22
netral;"""eh m, suka cewe kulit putih atau yg biasa sawo2 coklat gt? """
netral;Serunya jadi mahasiswa?
sad;Apa yang kalian lakuin saat kalian ngerasa kesepian?
confused;Gue kan liat video denny darko soal tanda dia menyukai kamu. Terus semua ciri2nya ada di gue lah berarti dia tau ya klo gue suka?
fear;"""Mau keluar malem sekarang serem, kalo sendiriii takut begal, ramean disangka gangster. Serba salah raisa"""
joy;F yuk bahas yang unclean M22
joy;"""Dijalani, dinikmati, disyukuri -angkot lembang stasion """
confused;mau cabut tp gatau kemana trs lg puasa juga
sad;"""dear ((anonku)) yang sedang S2, semangat tesisnya yahhh. tapi bales chatku dulu wqwq :("""
anger;Chat isinya diskusi kelompok doang sebel dah
joy;"""Gw comblangin tmn gw padahal mereka gak saling suka, terus akhirnya mereka jadian, kemaren gw ditraktir bukber cewenya ehh tadi cowonya ngasih duit 500k ke gw?? """
anger;"""Zodiac is a big LIE, and there you are still believe it."""
confused;Lagi bingung sama kebingungan yang membingungkan jadi bikin bingung kan
netral;Tgl 22 kalo ga salah ada film baru di bioskop.
netral;Ada yang mau ditanyain ngga? -M25
sad;"""Cuy, jd gini. Kan gw td jemput nyokap, eh kena razia yak, terus gw gabawa duit gabawa surat jg. Pak pol blg suru damai aja, bayar 30k. Gw bener2 gabawa duit yauda gw suru"""
netral;Ada bi mau fc? F23 here..
joy;I'm in a whole new world with you~~~~??
joy;Tukeran id line yuk? M22
sad;""""""" cowo yg ngga tau siskaee di twiitter? Pacarin !!! """" buka twitter nah aku, astagaaaaaaaaa :(("""
anger;"""Itu yang punya motor knalpotnya keatas, tolong diperbaiki. Kalau saya pas dibelakang biar ga blebek2 kena tembakan dari knalpot lu yg mleduk. Motivasinya apaseh??"""
sad;Puterin lagu aa Ariel satu album gua ulang ulang kok si aa gak cape atau ngos-ngosan ya nyanyinya?
joy;Lebih nyambung chatting sama M yang 26 keatas emang. Otak nya udah terbentuk sempurna
netral;"""Diskusi yok temen temen, biasanya ngapain aja klo dibioskop sm cmemewnya """
joy;Fc kuy biar ga ngantuk di kelas
confused;"""Seyeng, reunian sekolah kan kita ngobrol bahas masa2 indah. Kalo reunian 212 bahas apa? Ahok? Bukannya ngomongin orang namanya ghibah? """
anger;"""Udah ngambil first kiss, sekarang diblock. Dasar cowo bangsadd"""
netral;"""Hey male, wanna talk or playing roleplay?"""
joy;Me : gakan chat sama anon. Also me : chat yuk f21 wkwkwkw
joy;"""F chatan di line kuy, m20"""
confused;"""""""SI SUAMI KRISTEN, SI ISTRI HINDU, PAS NIKAH, MEREKA MUALAF""""... ya ya ya ya, hadeeeehhh, garuk garuk kepala aja gue, astaghfirullah.. """
joy;"""Semenjak kenal doi yg umurnya 30an dan beda 9 thn sama umur gue, semakin kesini lebih nyaman chat sama cowo yg umurnya diatas gue drpd dibawah/sepantaran."""
joy;"""Jd ceritanya gw move sm anon. Cakep ternyata imut banget fotonya. Gw ajak fc, mau. Suaranya lebih imut. Tadinya pgn gw ajak v c s tp dia gak ngerti. Waktu gw tnya lbh jauh"""
sad;Masa cuma karena gendut pada gamau sama gue? :(
sad;Kadang pen kulit semulus dan secerah cowo Korea tapi apa daya sejak lahir kulitku sawo matang :) syukuri saja
sad;Gue lg sebatang kara dikampus:( fc dong stgh menit aja yauda
sad;Yg cewee... Masker muka yg menurut kalian paling worth it ke kalian pas di pake itu apa? Ku lg mau cerahin muka nihh huft
netral;"""kaum hawa nanya dong, kl beli fake nails di offline store itu semacam toko2 apaan ya?"""
sad;Dulu gw diajarin buat selalu kejar cita cita. Jangan menyerah menggapai impian dan sebagainya...gw bilang mau jadi pilot dari kecil diem lu semua :')))
netral;"""Kalo gue jual Aqua ama cangcimen pas demo 22 mei besok, kira2 laku keras ga? """
joy;Baca komenan Tell aja ngakak... Sereceh itu gua wkwkwk
netral;People power guyss hari rabu
joy;"""Selamat Pagi, Tante?? M24"""
netral;ada f yang suka blaem blaem sama cowonya ? chat coba.
netral;people power tu di jakarta doang kan?
sad;"""tolong ini gabut banget:( mau keluar tp bingung kmn lg puasa, mau nonton gaada yg seruu"""
joy;CANGCIMENNNN CANGCIMENNNN KACANG KUACI SEMENNNNN
anger;"""Apaansih skrng seks bukan lagi hal tabu, bahkan terang2 jadi obrolan """"eh gue udah pernah sama dia... diaa juga... oiya si itu pernah sama gue.. begini2/-_-/ please deh"""
joy;Sensi banget sih wkwk ngakak kan gw jadinya.
anger;Tanda tanda kiamat udah
love;"""semalem ngobrol sama crush, aku bilang pengen tunangan 2 tahun lagi, dia iyain trs sambil bilang """"yaudah kita sama2 mempersiapkan diri ya"""". damn:(?"""
anger;"""Godinku bukan makan atau minum, tapi ss sama sebats :(( puasa kali ini gak bisa bgt nahan nafsu nying ah kesel. Silakan nyinyirin aku ?? f23"""
netral;"""ini gue mau nanya, emang People's Power ntar mau ngapain aja? """
sad;Gaes gmna caranya baikan sama cwek yg ngambek kalo posisinya lu berdua sama2 cwek
joy;jemput adek diajak makan mcd mau nolak ga enak lagi puasa. Sebagai abang yg baik turutin mau adek
confused;Kenapa gw tahun-tahun belakangan ini deketnya sama dd dd umur 19-23 yak? Padahal gue udah 28 dan 'dd dd an' gue ada 4 umurnya segituan semua. M gue.
anger;Kalo kita perang saudara akibat tgl 22 yang pertama ku bunuh dan keluarkan isi perutnya adalah f yang suka end chat.
joy;nonton john wick 3 ayo -male
joy;Vc yuk? M21 here...............
sad;mau chaatt f22 gabhutssssss
netral;F Bekasi ada yg mau nemenin tournament e-sport ga? M21
sad;Kok gua selalu putus pas mau puasa ya :(
joy;3TAUN PDKT AKHIRNYA JADIAN WOI GUE PLIS BAHAGIANYA AQ
anger;"""Dianggurin temen yang numpang di kost gua, gatau diri amat emang"""
joy;"""Chat bebas, clean, dijamin fast respon. F20 msh akan"""
anger;"""kayanya yang suka komen kasar ni user under 18 ya? haduh dek, behave nape? untungnya lo komen kasar tuh apa sih? """
anger;MANA NIH KOK GAK DATENG DATENG GIMANA SIH
sad;Pengen cht dia bngt tpi takut bakal di cuekin :'(
sad;"""Oh tuhan kenapa dia lesbian padahal aku disini, udah gak kuat nahan. """
joy;"""gw denger2 ktny ada cewek2 yg br plg dr pergi, trus lepas b-h sambil diciumin. wanginya semerbak gitu... bener ga si? WKWKKWWK"""
anger;"""Ini paket gue kpn nyampenya yaa udh 3 hari ga nyampe"""" pdhl dari jakarta ke bekasi doang"""
netral;Dulu gue setiap Minggu beli buavita yang sirsak. Ko skrng jarang ya apa udah gaada
love;"""Kenal dr tell ,kuliah disiniiii eh jd bebskuy q skrg hihi"""
fear;Trakhir dia cuma ngeread cht gue aja :( pengen cht lagi tpi takut
netral;"""I'm spoiled, honest, clingy, moody, can be very determined if I want something, serious type. Will someone like me?"""
netral;Kalo ngobrol sm anon m yang 25 keatas itu biasanya ngomong apaa aja ? Wkwkw
joy;Hihihihihihihihihijhi
anger;"""Duh maap, people power bukan sodara eyke say. Jadi ga bakal terjadi perang sodara. Kan katanya ga percaya lagi sama negara INDONESIA. Masa demo treak2 ALLAHU AKBAR. """
netral;Yang nearby numpang kekosan dong bentaran. M
netral;Ada F20+ yang mau telponan ga?
joy;Yeah game of thrones eps terakhir sudah di donlot dengan subnya
joy;kangen di manja2in sm anon hehe apalagi sm yg 20an gt ihh kyuti kwkwkwkwkwkw
confused;"""Guys kalian rasanya pasti seneng bisa chat bahkan sampe move ke yg beda jenis kelamin. Gak sepenuhnya salah sih, tapi knp yg sejenis gamau chat an?"""
joy;Lg pgn dimanjain. -m21 hehe
sad;"""Post gw di take down. Cuma mau ngasih tau, cwok jg gak bakalan tega ngerusak cewek kalo ceweknya aja polos banget minta dilindungi kayak anon gw itu kok. Chill"""
netral;"""Saran bookstore di shopee dong, gue lg cari buku2 buat persiapan ujian mandiri ptn sihh"""
netral;ada f hijaban yang nyari sahabat ? m 22 jakarta
confused;Dosa gasih kalo gua chat dia dulu
netral;ada yang pernah berburu kemeja (casual/flannel) dan jeans untuk cowo di pasar baru atau pasar senin? Harganya dirange berapa ya? thanks
sad;Gue sama mantan gue udah putus beberapa bulan lalu. Dia kayanya juga udah Deket sama cewe. Tapi dia tuh kaya gabisa lepas dari gua gtu. seminggu sekali pasti ngechat
anger;Di TELL ternyata banyak pipel pawer ya. Suka ngomporin dan ngomong asal2an.
joy;Jangkrik...krik...krik...krik
joy;"""Bakal lucu kalo soal people power ini kaya james charles, awalnya semua auto hate aja, ntar abis kelar semua ternyata emang pihak yg against people power juga ga 100% """
netral;Mau test lokasi baru. Tau nggak itu dimana? Wkwk
anger;Pd heboh ngomonggin tgl 22 smpe ke tell jg hadehh dasar People Power mmg_-
joy;Gue lagi uas ni gais. Doain ya hehehe ??
joy;Ini bisa langsung cair. Keren
netral;Tadi habis chat'an sama cwe di tell. Trs mau move di WA. Tp kok belum chat WA ya? Apa belum kesave nomerku? -c..-
joy;Es teh es teh es teh es teh es teh anget
joy;22 Mei gue harap sih bisa bener2 petjah!!
sad;temen gue **** banget anjir puasa puasa nonton itunya edo katanya kurang
netral;Jadi hayang dahar di yoshinoya euy
netral;Taruna itu sibuk ga sih?
joy;mari kita chatan gais. f
joy;Orang biasa (gak cantik gak pinter gak kaya) mah realistis aja. Gak usah berharap ini itu ketinggian. cuma keberuntungan dan duit aja jawaban kita hweehe
sad;Cara nurunin gengsi gimana?? Gengsi gue ketinggian
sad;"""temen gue dodol banget... puasa puasa nonton itunya edo trus dibilang """"ahh kurang kaya gini mah"""""""
netral;"""f smg yg mau fake relationship ? 150-250k, nego aja, m here"""
netral;Cara jadi kebon kelapa lg gimana si
confused;"""gua mau nanya dong, gua kan tipe org yang ga terlalu tau tentang politik apalah,tar yg katanya ada people power tuh mau ngapain si?tujuanmya buat apa gitu?:( asli gatau"""
sad;Aku ga suka ya kamu nyebat di kamar mandi sambil berak. Wangi nya semerbak:(
netral;Arah lembang bandung suka ada razia gak kalau sore?
netral;mending people power atau austin power?
